ImageId,EncodedPixels
4727d94c6a57ed484270fdd8bbc6e3d5f2f15d5476794a4e37a40f2309a091e2,32719 2 32973 6 33229 7 33484 8 33740 9 33996 9 34252 9 34508 9 34765 8 35021 8 35277 8 35532 10 35788 10 36043 10 36300 9 36556 8 36813 7 37069 6 37327 2
4727d94c6a57ed484270fdd8bbc6e3d5f2f15d5476794a4e37a40f2309a091e2,24787 2 25041 6 25297 6 25552 8 25808 8 26064 8 26320 9 26577 7 26833 7 27090 5 27348 1
4727d94c6a57ed484270fdd8bbc6e3d5f2f15d5476794a4e37a40f2309a091e2,29653 3 29907 7 30162 9 30418 9 30673 11 30929 11 31185 10 31441 10 31698 8 31954 6 32212 2
4727d94c6a57ed484270fdd8bbc6e3d5f2f15d5476794a4e37a40f2309a091e2,25055 4 25309 8 25565 9 25820 10 26075 12 26331 12 26586 13 26842 13 27099 12 27355 11 27613 9 27873 3
4727d94c6a57ed484270fdd8bbc6e3d5f2f15d5476794a4e37a40f2309a091e2,34526 3 34780 7 35035 8 35291 9 35546 10 35802 10 36059 9 36315 10 36572 9 36829 9 37084 10 37340 10 37597 8 37853 8 38111 4
4727d94c6a57ed484270fdd8bbc6e3d5f2f15d5476794a4e37a40f2309a091e2,39389 3 39643 7 39899 8 40154 9 40410 10 40667 8 40923 8 41180 6 41438 2
4727d94c6a57ed484270fdd8bbc6e3d5f2f15d5476794a4e37a40f2309a091e2,29678 3 29932 7 30187 8 30443 9 30698 10 30954 10 31211 10 31222 1 31467 14 31725 12 31984 10 32241 9 32496 9 32749 12 33003 13 33258 13 33514 12 33769 12 34025 12 34281 12 34537 11 34794 10 35050 9 35307 7 35564 5 35820 5 36075 7 36331 8 36586 9 36842 10 37099 9 37355 8 37612 7 37870 3
4727d94c6a57ed484270fdd8bbc6e3d5f2f15d5476794a4e37a40f2309a091e2,39665 3 39919 7 40174 8 40429 10 40685 10 40940 11 41196 10 41453 9 41709 8 41967 4
4727d94c6a57ed484270fdd8bbc6e3d5f2f15d5476794a4e37a40f2309a091e2,34812 3 35066 7 35321 8 35577 8 35832 9 36088 9 36343 10 36600 9 36856 6 37114 2
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71,1 14831 14835 508 15348 507 15861 507 16373 508 16884 509 17396 510 17907 510 18419 510 18932 508 19444 507 19958 504 20471 502 20983 502 21494 503 22004 506 22514 507 23025 508 23536 510 24047 34585 58637 506 59150 506 59661 593 60260 501 60773 496 61287 493 61800 491 62313 488 62827 478 63340 475 63853 471 64366 467 64878 466 65390 464 65902 463 66415 460 66927 458 67440 455 67952 454 68464 452 68977 450 69489 450 70001 449 70514 448 71026 447 71538 445 72050 444 72562 443 73074 443 73586 443 74098 443 74610 442 75121 443 75633 442 76144 443 76656 442 77167 443 77679 443 78191 444 78702 445 79214 446 79726 446 80237 448 80749 449 81261 450 81772 452 82283 455 82794 458 83305 461 83817 461 84328 463 84839 464 85351 465 85862 468 86374 469 86885 472 87397 437 87839 30 87909 434 88357 25 88421 432 88871 23 88932 325 89262 102 89384 22 89444 323 89775 100 89897 22 89955 322 90288 98 90409 23 90467 321 90801 96 90922 22 90978 321 91313 96 91435 22 91490 320 91825 96 91949 20 92002 321 92336 96 92462 19 92514 323 92847 97 92975 17 93027 324 93359 97 93487 17 93539 324 93870 98 94000 16 94051 325 94383 96 94512 17 94564 323 94895 96 95024 21 95076 323 95409 94 95536 23 95588 322 95923 92 96049 23 96073 7 96101 320 96436 91 96561 33 96613 321 96947 92 97074 32 97125 322 97456 95 97587 32 97624 2 97637 323 97966 96 98100 40 98148 324 98478 96 98613 40 98659 326 98989 97 99125 11 99137 28 99170 327 99501 97 99637 10 99650 5 99657 21 99681 329 100012 98 100148 11 100164 1 100170 21 100192 430 100660 11 100683 451 101172 12 101195 451 101684 12 101709 450 102195 14 102223 170 102400 271 102707 14 102736 168 102913 271 103219 13 103248 167 103425 271 103731 13 103760 166 103937 272 104242 14 104272 166 104446 275 104754 15 104784 165 104956 278 105265 16 105296 165 105466 281 105776 18 105807 165 105977 283 106287 18 106318 166 106488 285 106798 19 106826 169 107000 287 107309 19 107336 171 107511 292 107818 20 107847 171 108022 300 108326 23 108358 172 108533 328 108869 173 109045 329 109375 4 109380 175 109556 4091 113648 510 114161 160 114323 347 114673 159 114836 347 115184 161 115347 1889 117237 510 117750 509 118262 510 118773 23884 142661 506 143174 504 143687 502 144198 504 144708 15996 160710 505 161223 505 161735 508 162246 2932 165182 503 165695 361 166057 138 166208 358 166570 136 166721 356 167082 136 167233 357 167593 137 167744 498 168255 498 168766 499 169278 497 169789 382 170174 1 170178 108 170301 381 170691 106 170813 381 171203 106 171326 381 171714 106 171838 493 172350 493 172861 494 173373 493 173885 493 174396 494 174908 494 175419 495 175930 497 176441 498 176953 499 177464 501 177976 503 178487 504 178998 506 179509 509 180020 5225 185248 508 185761 507 186273 507 186785 507 187297 507 187809 507 188321 506 188833 506 189345 501 189847 2 189857 500 190361 1 190369 501 190871 5 190881 507 191392 509 191903 5113 197017 510 197530 508 198042 509 198553 1615 200171 508 200684 508 201196 509 201707 4520 206233 503 206746 501 207259 499 207772 497 208285 496 208797 495 209310 493 209823 491 210335 489 210848 484 211360 483 211873 481 212385 480 212898 479 213410 478 213922 477 214435 475 214947 474 215459 474 215971 474 216483 475 216996 474 217508 474 218020 474 218532 473 219043 474 219555 473 220067 473 220579 472 221090 472 221602 472 222114 472 222625 474 223135 479 223615 2 223646 486 224158 488 224669 407 225078 83 225180 404 225591 86 225687 407 226104 499 226615 498 227127 490 227620 3 227638 490 228134 3 228140 4 228148 493 228644 2067 230713 509 231228 506 231741 505 232253 504 232765 505 233276 506 233787 508 234298 508 234810 508 235321 508 235833 508 236344 510 236856 510 237369 508 237880 510 238391 7632 246024 510 246537 509 247048 509 247560 509 248072 510 248583 3595 252180 509 252693 108 252802 6 252810 391 253205 107 253316 2 253323 390 253717 108 253826 2 253835 390 254229 113 254348 389 254742 112 254860 388 255254 113 255372 389 255767 112 255884 392 256278 112 256395 507 256907 506 257418 507 257929 507 258441 505 258952 504 259464 503 259975 503 260487 503 260999 503 261510 503 262022 503 262533 504 263044 506 263556 506 264067 508 264578 6612 271194 507 271707 506 272219 496 272717 8 272731 495 273230 8 273242 496 273742 508 274254 508 274766 508 275278 509 275789 17 275807 510 276320 510 276831 3057 279890 509 280404 507 280917 16 280935 488 281429 15 281448 487 281940 15 281960 486 282450 8 282460 6 282472 487 282960 8 282973 5 282983 498 283486 5 283494 499 283998 508 284509 12264 296777 502 297293 497 297806 496 298318 456 298776 39 298829 166 298998 287 299289 39 299340 166 299511 285 299800 40 299852 166 300025 283 300312 41 300363 167 300538 282 300824 41 300876 166 301051 282 301335 41 301388 167 301563 325 301901 168 302075 324 302414 169 302587 324 302926 171 303098 325 303438 471 303911 24 303949 471 304424 24 304458 475 304935 25 304967 506 305477 509 305989 510 306500 511 307013 13 307028 473 307503 21 307525 12 307541 471 308016 20 308038 11 308053 470 308528 19 308551 11 308564 470 309039 21 309065 481 309550 23 309579 480 310060 26 310092 507 310605 507 311116 4060 315179 508 315692 506 316205 506 316716 508 317227 7588 324818 508 325331 507 325845 506 326362 502 326875 503 327388 502 327899 504 328411 503 328923 503 329434 503 329945 503 330456 504 330967 505 331479 505 331990 507 332501 510 333012 15149
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,5638 2 5892 6 6147 7 6402 9 6657 10 6913 11 7169 12 7425 12 7681 13 7937 12 8193 12 8450 4 8455 5 8713 1
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,58369 1 58625 3 58881 3 59137 4 59393 4 59649 5 59905 5 60161 6 60417 6 60673 6 60929 6 61185 6 61441 6 61697 6 61953 6 62209 5 62465 5 62721 4 62977 4 63233 3 63489 1
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,23308 2 23562 6 23818 6 24073 8 24329 7 24586 6 24842 7 25099 7 25355 9 25612 10 25868 10 26125 10 26381 10 26638 8 26895 7 27153 3
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,37911 1 38165 5 38419 8 38674 11 38930 11 39185 13 39441 13 39696 15 39952 16 40207 18 40463 18 40719 19 40976 18 41232 18 41489 16 41745 16 42002 14 42258 13 42516 9 42773 5 43031 1
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,31014 1 31268 7 31523 10 31544 4 31779 10 31798 8 32034 12 32053 9 32290 12 32309 10 32546 12 32564 11 32802 13 32819 12 33058 14 33074 14 33314 30 33570 30 33826 30 34082 30 34338 30 34595 29 34851 29 35108 27 35364 27 35621 25 35878 24 36135 21 36392 7 36401 9 36650 1 36659 2
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,43310 3 43564 7 43819 10 44074 12 44329 13 44585 14 44840 15 45096 15 45352 15 45608 14 45864 14 46120 13 46376 14 46633 13 46889 12 47146 11 47402 10 47660 6
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,22579 4 22833 8 23089 8 23344 10 23600 10 23857 9 24112 10 24369 8 24625 8 24883 4
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,50026 4 50280 8 50536 9 50791 11 51047 11 51303 12 51559 11 51815 11 52071 10 52327 10 52583 10 52840 10 53096 10 53353 8 53610 7 53868 3
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,43910 2 44164 7 44420 9 44675 10 44931 11 45187 11 45444 11 45699 12 45951 17 46205 19 46461 18 46716 19 46972 19 47229 17 47485 17 47742 15 47998 14 48255 12 48513 8 48771 1
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,51849 5 52103 9 52356 13 52610 16 52865 17 53120 19 53376 19 53631 20 53887 20 54143 20 54399 19 54655 19 54912 17 55168 16 55425 13 55681 10 55939 4
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,56964 4 57218 8 57473 9 57728 11 57984 11 58239 13 58495 14 58751 15 59007 15 59263 16 59519 16 59775 16 60031 16 60287 16 60544 14 60800 14 61057 12 61314 10 61572 7 61830 3
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,62882 3 63135 8 63389 11 63643 13 63898 15 64154 14 64409 16 64665 16 64921 16 65176 17 65433 15
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,6816 1 7069 6 7323 9 7579 10 7834 11 8090 12 8346 12 8602 12 8859 12 9115 12 9372 12 9628 12 9885 10 10143 8 10401 4
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,34722 5 34976 9 35231 10 35487 11 35742 12 35998 12 36253 12 36509 12 36765 11 37022 10 37278 9 37535 8 37792 6 38049 5 38307 1
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,163 17 420 17 676 16 933 15 1189 14 1446 12 1704 8
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,25767 1 26021 5 26276 6 26532 7 26787 9 27043 9 27300 9 27556 8 27814 6 28073 1
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,21684 2 21938 6 22194 7 22449 9 22705 10 22961 11 23217 11 23473 12 23729 12 23984 13 24240 13 24495 13 24752 12 25008 11 25266 9 25524 6 25781 5 26039 1
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,52664 6 52918 10 53172 13 53427 15 53683 16 53938 18 54193 20 54449 20 54704 22 54960 22 55216 22 55472 22 55729 21 55985 20 56242 19 56498 18 56755 16 57012 14 57270 11 57528 7
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,4542 4 4795 9 5049 11 5303 14 5557 16 5812 17 6067 18 6323 18 6578 18 6834 18 7091 16 7347 15 7604 13 7862 10 8121 6 8379 2
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,26044 4 26298 8 26553 11 26809 13 27064 15 27320 15 27575 17 27831 17 28086 19 28342 19 28597 20 28853 19 29110 18 29366 17 29623 10 29634 3 29881 7 30138 5 30396 1 30650 5 30904 9 31159 11 31414 14 31670 15 31925 17 32181 17 32438 17 32694 17 32951 17 33208 16 33465 15 33722 14 33978 15 34235 14 34491 14 34747 14 35002 15 35258 14 35514 14 35770 13 36027 12 36283 10 36541 6
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,40634 8 40888 12 41144 13 41399 14 41656 14 41912 14 42169 14 42426 13 42682 14 42937 15 43193 15 43448 16 43704 15 43960 15 44217 13 44473 12 44730 10 44987 8 45244 6 45500 6 45758 3 46014 5 46270 8 46525 11 46781 13 47036 15 47292 16 47547 17 47803 18 48059 18 48315 18 48571 19 48828 18 49084 18 49340 18 49597 16 49853 16 50110 14 50368 11 50627 6
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,63942 6 64196 10 64451 12 64706 14 64962 14 65217 16 65473 16
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,982 3 1235 8 1489 11 1744 13 2000 15 2255 16 2511 17 2767 17 3023 18 3278 18 3533 19 3789 18 4044 18 4300 17 4557 16 4813 16 5070 14 5326 14 5584 10 5842 6
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,9433 3 9687 7 9942 10 10197 12 10453 13 10708 14 10964 15 11219 16 11475 17 11731 17 11988 16 12244 17 12500 17 12757 17 13013 17 13269 17 13526 16 13782 16 14039 14 14295 14 14553 11 14810 9 15068 6 15326 2
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,47837 1 48091 5 48346 6 48600 9 48854 12 49110 13 49365 14 49621 15 49878 14 50134 14 50392 12 50649 11 50905 10 51162 9 51418 8 51676 4
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,31967 4 32221 8 32476 10 32732 11 32987 13 33243 13 33499 14 33755 13 34012 12 34268 10 34525 7 34782 5 35040 1
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,38120 3 38374 7 38629 8 38885 9 39140 10 39394 12 39650 11 39905 12 40161 8 40170 1 40416 8 40672 9 40927 10 41183 11 41439 13 41696 12 41952 13 42209 11 42466 10 42723 8 42981 4
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,7144 4 7398 8 7653 11 7908 13 8164 13 8419 15 8675 15 8931 15 9186 17 9443 16 9699 16 9956 15 10213 14 10470 13 10727 11 10984 10 11242 6
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,232 10 489 8 745 8 1003 4
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,25325 2 25579 12 25835 16 26090 19 26346 21 26603 21 26859 22 27115 22 27370 23 27626 23 27882 23 28139 22 28395 22 28652 21 28908 21 29165 20 29422 18 29679 14 29936 12 30192 13 30448 13 30705 12 30961 11 31219 9 31477 5 31735 1 31989 2 32243 6 32497 8 32753 9 33008 10 33264 11 33520 11 33776 10 34032 10 34288 10 34545 9 34801 8 35058 7 35314 6 35572 2
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,57336 5 57590 9 57846 10 58101 12 58357 12 58612 13 58868 13 59124 13 59380 13 59636 13 59892 13 60148 13 60404 13 60660 13 60916 13 61172 13 61428 13 61685 12 61941 12 62198 11 62456 5
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,6654 3 6907 6 7161 8 7415 10 7671 10 7926 11 8182 11 8438 11 8694 11 8950 11 9207 10 9463 10 9720 9 9976 9 10234 7 10492 4
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,14078 3 14332 5 14586 7 14840 9 15096 9 15351 10 15607 10 15863 10 16119 10 16374 11 16630 11 16886 11 17143 10 17399 10 17657 1 17659 6 17916 5 18172 5 18429 4 18685 4 18942 3 19200 1
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,1278 3 1532 5 1787 6 2042 7 2298 7 2553 8 2809 8 3065 8 3321 8 3577 8 3833 8 4089 8 4346 7 4602 7 4859 6 5116 5 5374 3 5632 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,63320 1 63708 5 64098 5 64487 7 64878 5 65268 5 65660 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,70746 2 71134 6 71523 7 71913 8 72302 9 72693 7 73083 7 73474 5 73866 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,64539 1 64927 5 65317 5 65706 7 66097 5 66487 5 66879 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,59092 2 59480 6 59868 8 60258 9 60647 9 61038 8 61428 7 61820 3
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,56774 1 56776 1 57162 7 57551 9 57941 9 58330 11 58720 11 59109 13 59500 11 59890 11 60282 7
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,49763 3 50151 8 50541 10 50930 13 51321 12 51711 13 52102 12 52493 11 52883 10 53274 9 53666 5
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,57967 1 58355 5 58745 5 59134 7 59525 5 59915 5 60307 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,45099 1 45487 5 45877 7 46266 10 46657 10 47047 11 47439 9 47831 8 48222 7 48611 9 49001 8 49390 9 49781 7 50171 7 50563 3
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,35361 1 35749 5 36139 5 36528 7 36919 5 37309 5 37701 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,43999 1 44387 5 44776 6 45166 7 45555 8 45945 8 46335 8 46726 6 47116 6 47508 2
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,31921 1 32309 5 32699 6 33088 7 33479 7 33869 6 34260 5 34652 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,9701 8 10089 12 10478 14 10867 15 11257 16 11646 16 12037 15 12427 14 12818 12 13209 11 13599 10 13991 6
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81,127240 1 127259 2 127263 1 127749 6 127769 9 128259 8 128281 9 128770 10 128792 11 129280 13 129294 1 129304 11 129791 18 129815 13 130303 18 130325 16 130814 20 130835 19 131323 43 131833 46 132344 47 132855 49 133366 51 133878 53 134389 54 134901 55 135412 56 135924 27 135955 26 136432 1 136435 26 136469 24 136942 24 136967 4 136982 22 137454 23 137493 24 137965 24 138004 27 138477 25 138511 32 138989 26 139021 35 139501 27 139533 35 140013 30 140044 36 140524 67 141035 68 141546 70 142058 70 142569 71 143081 71 143593 72 144106 71 144618 70 145131 69 145643 68 146155 11 146169 52 146668 8 146682 50 147180 7 147194 48 147694 3 147707 46 148218 46 148728 28 148757 17 149240 27 149270 14 149751 28 149784 2 149788 2 149791 3 150264 26 150776 25 151289 23 151801 23 152314 20 152828 17 153343 4 153350 6 153864 2
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,33041 1 33295 6 33551 8 33806 9 34062 10 34318 9 34575 8 34831 6 35089 2
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,25913 2 26167 6 26423 7 26678 8 26934 9 27190 9 27446 9 27703 7 27959 7 28217 3
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,62322 1 62576 5 62832 5 63087 7 63344 5 63600 5 63858 1
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,52347 1 52601 5 52856 6 53112 7 53367 7 53624 6 53880 5 54138 1
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,42371 9 42625 14 42880 17 43136 19 43391 21 43647 22 43903 22 44160 22 44416 22 44673 20 44930 19 45187 16 45445 12 45703 6
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,5041 1 5295 5 5551 6 5806 7 6062 8 6317 9 6573 8 6830 7 7086 5 7344 1
51c70bb8a299943b27f8b354571272692d8f2705036a1a9562156c76da5f025b,62724 4 62978 8 63234 10 63489 12 63745 12 64002 12 64258 12 64515 10 64773 8 65030 6 65288 2
51c70bb8a299943b27f8b354571272692d8f2705036a1a9562156c76da5f025b,64530 4 64784 8 65040 8 65295 10
51c70bb8a299943b27f8b354571272692d8f2705036a1a9562156c76da5f025b,41649 2 41903 6 42158 7 42414 8 42669 9 42926 8 43182 7 43439 6 43697 2
51c70bb8a299943b27f8b354571272692d8f2705036a1a9562156c76da5f025b,40132 3 40386 7 40641 9 40896 10 41151 12 41407 12 41662 14 41918 13 42174 13 42431 11 42687 9 42944 7 43202 3
51c70bb8a299943b27f8b354571272692d8f2705036a1a9562156c76da5f025b,26624 1 26878 3 27132 5 27387 6 27643 6 27898 7 28154 7 28410 7 28666 7 28923 6 29179 6 29437 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,3645 4 3903 8 4162 10 4421 11 4681 12 4941 13 5201 13 5461 14 5721 14 5981 15 6241 15 6501 16 6761 16 7021 17 7045 4 7281 17 7303 8 7541 17 7561 10 7802 17 7820 12 8063 29 8323 30 8584 29 8844 29 9106 27 9372 20 9633 19 9892 20 10152 20 10412 20 10671 20 10930 21 11188 22 11446 23 11705 23 11964 23 12224 21 12483 17 12744 13 13004 11 13266 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,18721 8 18981 10 19241 11 19501 12 19761 12 20021 13 20281 13 20541 12 20801 12 21061 11 21321 11 21581 10 21841 8 22101 5
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,27041 3 27301 5 27561 5 27821 6 28081 6 28341 7 28601 7 28861 7 29121 7 29381 8 29641 8 29901 8 30161 8 30421 8 30681 8 30941 7 31201 7 31461 7 31721 6 31981 6 32241 5 32501 4 32761 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,51491 4 51749 8 52009 9 52268 11 52528 12 52787 15 53047 18 53306 22 53345 5 53566 24 53603 9 53826 25 53862 10 54086 27 54120 13 54346 28 54378 14 54606 29 54636 16 54866 45 55126 44 55386 43 55646 42 55906 40 56166 38 56427 35 56687 32 56947 30 57208 27 57468 26 57727 28 57987 29 58246 31 58505 33 58764 36 59023 38 59282 39 59541 41 59801 41 60061 12 60079 24 60321 10 60340 23 60581 9 60600 23 60841 7 60860 22 61101 6 61121 21 61361 5 61381 20 61621 4 61642 18 61881 2 61904 14 62166 10
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,62927 1 63185 5 63444 6 63703 8 63962 10 64221 12 64481 12 64741 13 65001 12 65261 12 65521 11 65781 11 66041 10 66301 9 66562 6 66824 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,68641 2 68901 4 69161 4 69421 5 69681 4 69941 4 70201 3 70461 3 70721 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,78004 3 78262 7 78521 10 78781 11 79041 13 79301 13 79561 14 79821 14 80081 14 80341 13 80601 13 80861 12 81122 9 81386 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,80877 3 81135 13 81393 17 81423 4 81652 18 81681 8 81911 20 81939 11 82170 20 82197 14 82430 20 82456 17 82689 20 82715 18 82949 20 82972 22 83208 20 83230 24 83468 18 83488 26 83729 16 83748 26 83989 15 84007 27 84250 13 84266 28 84510 12 84526 28 84771 9 84785 28 85033 5 85045 11 85057 16 85306 8 85318 15 85566 6 85578 15 85828 1 85839 14 86099 14 86359 13 86619 13 86879 12 87139 12 87400 10 87660 9 87921 8 88183 4
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,22380 1 22638 5 22896 8 23155 9 23415 10 23674 11 23934 10 24194 10 24454 10 24713 11 24973 11 25232 12 25492 12 25751 13 26011 12 26272 11 26532 10 26794 7 27057 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,38774 6 39031 11 39289 13 39548 15 39807 16 40067 16 40326 16 40586 16 40845 16 41104 16 41364 15 41623 15 41883 15 42142 15 42402 15 42661 16 42921 17 43181 17 43441 17 43702 17 43962 17 44224 16 44488 13 44749 14 45010 13 45271 13 45532 13 45792 13 46053 13 46313 13 46574 12 46835 10 47095 10 47356 8 47616 8 47877 6 48136 6 48393 10 48651 17 48909 21 49168 23 49428 23 49687 25 49947 25 50207 25 50467 25 50728 24 50988 23 51250 21 51512 18 51774 15 52036 11 52299 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,71795 3 72053 7 72312 8 72571 10 72830 11 73089 12 73349 11 73608 12 73867 12 74126 11 74385 10 74645 9 74904 9 75164 8 75423 9 75683 9 75943 8 76203 8 76463 8 76723 8 76983 7 77243 7 77504 5 77764 5 78026 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,20841 6 21099 12 21359 16 21618 19 21878 19 22138 20 22397 20 22657 20 22917 18 23178 15 23438 13 23699 10 23961 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,34124 3 34382 7 34639 10 34895 15 35153 17 35412 18 35670 19 35929 20 36187 20 36447 18 36706 17 36967 13 37227 8 37489 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,42701 3 42958 8 43216 11 43474 13 43733 15 43992 16 44252 16 44511 17 44769 19 45029 18 45288 19 45548 18 45808 16 46069 13 46329 11 46591 6 46853 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,65072 3 65330 7 65588 9 65847 11 66105 12 66364 13 66623 13 66882 14 67140 14 67399 14 67658 13 67917 13 68176 13 68435 12 68694 12 68954 11 69213 11 69474 9 69734 7 69996 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,12798 4 13056 8 13065 1 13316 12 13575 13 13836 13 14096 12 14357 11 14618 9 14878 9 15140 5
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,14133 3 14389 9 14647 12 14905 14 15164 16 15424 16 15683 17 15944 17 15964 6 16204 28 16466 26 16728 25 16989 24 17251 22 17512 21 17773 20 18032 21 18291 21 18551 21 18810 21 19070 20 19330 20 19577 2 19589 20 19835 6 19850 19 20094 9 20109 19 20353 11 20367 21 20613 34 20872 34 21132 32 21392 27 21652 26 21911 27 22169 29 22428 30 22687 31 22945 34 23204 35 23463 36 23722 36 23981 37 24241 36 24500 35 24760 32 25020 28 25280 27 25540 26 25801 11 25814 11 26061 9 26077 6 26323 5
